"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Multivesicular Body Membrane (GO:0032585)","3/19",0.874617880005696,0.99998945479369,0,0,0.585120643431635,0.078387557378988,"LAPTM4B;CHMP1B;RAB27A"
"Motile Cilium (GO:0031514)","14/73",0.877199040844297,0.99998945479369,0,0,0.740066283167859,0.0969644878526635,"ROPN1B;DNAI4;ANXA1;INTU;DNAH5;SORD;DNAH9;AK8;RSPH1;IQUB;SCNN1A;CFAP161;SAXO1;BBS4"
"Cul4-RING E3 Ubiquitin Ligase Complex (GO:0080008)","6/35",0.884639927149478,0.99998945479369,0,0,0.645495040346108,0.0791212826511137,"DCAF1;COP1;DCAF17;DCAF4L2;DCAF7;RBX1"
"U4/U6 X U5 tri-snRNP Complex (GO:0046540)","6/35",0.884639927149478,0.99998945479369,0,0,0.645495040346108,0.0791212826511137,"LSM8;SNRNP40;LSM6;PRPF18;SNRPD1;LSM3"
"Non-Motile Cilium (GO:0097730)","5/30",0.885787753167933,0.99998945479369,0,0,0.624014854549206,0.0756792194398523,"DRD2;MCHR1;DYNLL2;BBS4;CEP89"
"Rough Endoplasmic Reticulum (GO:0005791)","5/30",0.885787753167933,0.99998945479369,0,0,0.624014854549206,0.0756792194398523,"RPL4;EPHA5;PSEN1;TMCC1;MBL2"
"Phagocytic Vesicle Membrane (GO:0030670)","8/45",0.886062417613089,0.99998945479369,0,0,0.674492824781842,0.0815919684955344,"ATP6V0E1;RAB31;PIK3C3;ATP7A;ATP6V0D1;B2M;ATP6V0D2;VAMP3"
"Ino80 Complex (GO:0031011)","2/14",0.887965464380007,0.99998945479369,0,0,0.520137457044674,0.0618039956491347,"INO80C;RUVBL1"
"Endopeptidase Complex (GO:1905369)","2/14",0.887965464380007,0.99998945479369,0,0,0.520137457044674,0.0618039956491347,"FCN1;MBL2"
"Muscle Myosin Complex (GO:0005859)","2/14",0.887965464380007,0.99998945479369,0,0,0.520137457044674,0.0618039956491347,"MYL1;MYH13"
